FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
211,53,077,000500,53077000500,5,Census Tract 5,G5020,S,2487749.000000000000000,0.000000000000000,+46.6048935,-120.5440076
212,53,077,000600,53077000600,6,Census Tract 6,G5020,S,1530445.000000000000000,0.000000000000000,+46.6074848,-120.5226786
213,53,077,000700,53077000700,7,Census Tract 7,G5020,S,2930011.000000000000000,0.000000000000000,+46.5920019,-120.5185173
214,53,077,000800,53077000800,8,Census Tract 8,G5020,S,2582078.000000000000000,0.000000000000000,+46.5962765,-120.5513573
215,53,077,000100,53077000100,1,Census Tract 1,G5020,S,2225019.000000000000000,0.000000000000000,+46.6030436,-120.5074959
216,53,067,012221,53067012221,122.21,Census Tract 122.21,G5020,S,34814947.000000000000000,5234868.000000000000000,+47.1137683,-122.8064783
217,53,067,011822,53067011822,118.22,Census Tract 118.22,G5020,S,36090868.000000000000000,343850.000000000000000,+46.9372189,-122.9755025
218,53,077,001000,53077001000,10,Census Tract 10,G5020,S,2600923.000000000000000,0.000000000000000,+46.5890308,-120.5513370
219,53,077,001300,53077001300,13,Census Tract 13,G5020,S,8043789.000000000000000,0.000000000000000,+46.5578226,-120.5048277
220,53,077,001400,53077001400,14,Census Tract 14,G5020,S,5539750.000000000000000,0.000000000000000,+46.5616817,-120.4803555
221,53,035,090202,53035090202,902.02,Census Tract 902.02,G5020,S,52225853.000000000000000,5620888.000000000000000,+47.8016795,-122.6116982
222,53,035,090501,53035090501,905.01,Census Tract 905.01,G5020,S,5790252.000000000000000,2322942.000000000000000,+47.7415921,-122.6502200
223,53,035,990100,53035990100,9901,Census Tract 9901,G5020,S,0.000000000000000,280625457.000000000000000,+47.7237539,-122.4652339
224,53,077,003100,53077003100,31,Census Tract 31,G5020,S,66036786.000000000000000,524606.000000000000000,+46.7048440,-120.5844384
225,53,033,005305,53033005305,53.05,Census Tract 53.05,G5020,S,212967.000000000000000,0.000000000000000,+47.6590644,-122.3148784
226,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029991.000000000000000,0.000000000000000,+47.5653697,-122.1337183
227,53,033,032002,53033032002,320.02,Census Tract 320.02,G5020,S,27565794.000000000000000,180822.000000000000000,+47.4207619,-122.0475285
228,53,033,032102,53033032102,321.02,Census Tract 321.02,G5020,S,79709009.000000000000000,90596.000000000000000,+47.4851507,-121.9657839
229,53,033,032500,53033032500,325,Census Tract 325,G5020,S,213738466.000000000000000,3896831.000000000000000,+47.7019073,-121.8274607
230,53,033,000300,53033000300,3,Census Tract 3,G5020,S,1211013.000000000000000,0.000000000000000,+47.7305259,-122.3329277
231,53,033,000700,53033000700,7,Census Tract 7,G5020,S,1294438.000000000000000,0.000000000000000,+47.7156896,-122.3018611
232,53,033,000800,53033000800,8,Census Tract 8,G5020,S,1141931.000000000000000,0.000000000000000,+47.7112517,-122.2860818
233,53,011,041325,53011041325,413.25,Census Tract 413.25,G5020,S,4728285.000000000000000,986258.000000000000000,+45.5885320,-122.4799990
234,53,011,042800,53011042800,428,Census Tract 428,G5020,S,2474030.000000000000000,0.000000000000000,+45.6235530,-122.6236748
235,53,033,001400,53033001400,14,Census Tract 14,G5020,S,2152767.000000000000000,213389.000000000000000,+47.7078795,-122.3674088
236,53,033,001600,53033001600,16,Census Tract 16,G5020,S,2020358.000000000000000,320118.000000000000000,+47.7004649,-122.3798699
237,53,033,002200,53033002200,22,Census Tract 22,G5020,S,2804076.000000000000000,1154953.000000000000000,+47.6941159,-122.2754574
238,53,011,041319,53011041319,413.19,Census Tract 413.19,G5020,S,3254326.000000000000000,0.000000000000000,+45.6352286,-122.5177654
239,53,011,041321,53011041321,413.21,Census Tract 413.21,G5020,S,4097581.000000000000000,0.000000000000000,+45.6290579,-122.4888805
240,53,033,002800,53033002800,28,Census Tract 28,G5020,S,988287.000000000000000,0.000000000000000,+47.6851257,-122.3498985
241,53,011,041322,53011041322,413.22,Census Tract 413.22,G5020,S,2098262.000000000000000,0.000000000000000,+45.6155173,-122.5405729
242,53,011,041323,53011041323,413.23,Census Tract 413.23,G5020,S,2076873.000000000000000,0.000000000000000,+45.6112782,-122.5149151
243,53,011,041700,53011041700,417,Census Tract 417,G5020,S,1134023.000000000000000,0.000000000000000,+45.6411435,-122.6397927
244,53,011,041800,53011041800,418,Census Tract 418,G5020,S,1469623.000000000000000,0.000000000000000,+45.6452729,-122.6535509
245,53,077,001702,53077001702,17.02,Census Tract 17.02,G5020,S,82590919.000000000000000,982958.000000000000000,+46.5365903,-120.4172372
246,53,005,011401,53005011401,114.01,Census Tract 114.01,G5020,S,2294217.000000000000000,0.000000000000000,+46.1944727,-119.1192815
247,53,005,011402,53005011402,114.02,Census Tract 114.02,G5020,S,7313000.000000000000000,37468.000000000000000,+46.1798938,-119.1155953
248,53,005,011900,53005011900,119,Census Tract 119,G5020,S,165095738.000000000000000,1044095.000000000000000,+46.3233057,-119.5822333
249,53,071,920802,53071920802,9208.02,Census Tract 9208.02,G5020,S,1304632.000000000000000,0.000000000000000,+46.0723781,-118.3259391
250,53,041,972000,53041972000,9720,Census Tract 9720,G5020,S,1748453872.000000000000000,14106405.000000000000000,+46.4983650,-121.6782267
251,53,041,970700,53041970700,9707,Census Tract 9707,G5020,S,12839985.000000000000000,0.000000000000000,+46.7044996,-122.9284675
252,53,041,970400,53041970400,9704,Census Tract 9704,G5020,S,35628446.000000000000000,220713.000000000000000,+46.7385082,-122.9357532
253,53,041,971000,53041971000,9710,Census Tract 9710,G5020,S,9252882.000000000000000,271655.000000000000000,+46.6368198,-122.9467380
254,53,041,971300,53041971300,9713,Census Tract 9713,G5020,S,106707672.000000000000000,0.000000000000000,+46.5334802,-122.8783035
255,53,041,971800,53041971800,9718,Census Tract 9718,G5020,S,1119140123.000000000000000,6585978.000000000000000,+46.6702665,-122.2896770
256,53,041,971100,53041971100,9711,Census Tract 9711,G5020,S,352339724.000000000000000,1044624.000000000000000,+46.6585074,-122.7852511
257,53,041,970300,53041970300,9703,Census Tract 9703,G5020,S,15086734.000000000000000,487775.000000000000000,+46.7490901,-123.0037393
258,53,041,970500,53041970500,9705,Census Tract 9705,G5020,S,2477029.000000000000000,183443.000000000000000,+46.7295346,-122.9653380
259,53,041,971200,53041971200,9712,Census Tract 9712,G5020,S,142674543.000000000000000,2424161.000000000000000,+46.5171704,-122.7263773
260,53,041,971600,53041971600,9716,Census Tract 9716,G5020,S,182567624.000000000000000,900744.000000000000000,+46.4313095,-122.9916863
261,53,041,970100,53041970100,9701,Census Tract 9701,G5020,S,450804076.000000000000000,710744.000000000000000,+46.6809875,-123.1792036
262,53,029,970601,53029970601,9706.01,Census Tract 9706.01,G5020,S,1627514.000000000000000,0.000000000000000,+48.3027217,-122.6632901
263,53,029,970100,53029970100,9701,Census Tract 9701,G5020,S,26517420.000000000000000,8033108.000000000000000,+48.3909163,-122.6174776
264,53,029,970200,53029970200,9702,Census Tract 9702,G5020,S,18048387.000000000000000,3705620.000000000000000,+48.3399471,-122.6683853
265,53,029,970300,53029970300,9703,Census Tract 9703,G5020,S,46867288.000000000000000,14531395.000000000000000,+48.3290384,-122.5751135
266,53,029,970500,53029970500,9705,Census Tract 9705,G5020,S,23101413.000000000000000,6075354.000000000000000,+48.2751210,-122.7060443
267,53,029,970900,53029970900,9709,Census Tract 9709,G5020,S,11632465.000000000000000,6215642.000000000000000,+48.2976251,-122.5727329
268,53,029,970700,53029970700,9707,Census Tract 9707,G5020,S,2051921.000000000000000,456686.000000000000000,+48.2900942,-122.6549929
269,53,029,970800,53029970800,9708,Census Tract 9708,G5020,S,1564790.000000000000000,0.000000000000000,+48.3015009,-122.6381195
270,53,029,971000,53029971000,9710,Census Tract 9710,G5020,S,35036935.000000000000000,14436598.000000000000000,+48.2250409,-122.7506173
271,53,029,971100,53029971100,9711,Census Tract 9711,G5020,S,45284507.000000000000000,18977893.000000000000000,+48.1837632,-122.6496775
272,53,029,971400,53029971400,9714,Census Tract 9714,G5020,S,29085380.000000000000000,5825754.000000000000000,+48.2188252,-122.5145095
273,53,029,971500,53029971500,9715,Census Tract 9715,G5020,S,27621449.000000000000000,12843325.000000000000000,+48.2523579,-122.4561538
274,53,075,000100,53075000100,1,Census Tract 1,G5020,S,1465918.000000000000000,0.000000000000000,+46.7328254,-117.1686635
275,53,075,000900,53075000900,9,Census Tract 9,G5020,S,2053934784.000000000000000,11727991.000000000000000,+47.0967471,-117.6236389
276,53,075,001000,53075001000,10,Census Tract 10,G5020,S,1785819689.000000000000000,36510330.000000000000000,+46.7346029,-117.9899592
277,53,075,000300,53075000300,3,Census Tract 3,G5020,S,161947178.000000000000000,0.000000000000000,+46.7020240,-117.2670001
278,53,075,000800,53075000800,8,Census Tract 8,G5020,S,355058805.000000000000000,5684.000000000000000,+46.8834457,-117.4275753
279,53,075,000400,53075000400,4,Census Tract 4,G5020,S,136779343.000000000000000,0.000000000000000,+46.6768991,-117.1132022
280,53,075,000700,53075000700,7,Census Tract 7,G5020,S,902848879.000000000000000,2693.000000000000000,+47.0072594,-117.2166714
281,53,075,000500,53075000500,5,Census Tract 5,G5020,S,1473238.000000000000000,0.000000000000000,+46.7257144,-117.1537630
282,53,029,971600,53029971600,9716,Census Tract 9716,G5020,S,20800371.000000000000000,4484250.000000000000000,+48.1693578,-122.5075369
283,53,029,971700,53029971700,9717,Census Tract 9717,G5020,S,25456586.000000000000000,20816332.000000000000000,+48.1096022,-122.4214835
284,53,029,971800,53029971800,9718,Census Tract 9718,G5020,S,21768150.000000000000000,13043959.000000000000000,+47.9822577,-122.5258840
285,53,029,971900,53029971900,9719,Census Tract 9719,G5020,S,51536986.000000000000000,13958557.000000000000000,+48.0597386,-122.4798471
286,53,029,972100,53029972100,9721,Census Tract 9721,G5020,S,31815960.000000000000000,18130753.000000000000000,+47.9375721,-122.3934862
287,53,029,970602,53029970602,9706.02,Census Tract 9706.02,G5020,S,1976736.000000000000000,0.000000000000000,+48.2921425,-122.6658138
288,53,035,092000,53035092000,920,Census Tract 920,G5020,S,190106780.000000000000000,13443510.000000000000000,+47.5710781,-122.8518527
289,53,035,090101,53035090101,901.01,Census Tract 901.01,G5020,S,46128023.000000000000000,11503686.000000000000000,+47.8586518,-122.5704821
290,53,035,080200,53035080200,802,Census Tract 802,G5020,S,2488267.000000000000000,0.000000000000000,+47.5975999,-122.6212773
291,53,035,091100,53035091100,911,Census Tract 911,G5020,S,19894610.000000000000000,9871009.000000000000000,+47.6756645,-122.6317547
292,53,031,990000,53031990000,9900,Census Tract 9900,G5020,S,0.000000000000000,262725270.000000000000000,+47.7318226,-124.5348400
293,53,033,011200,53033011200,112,Census Tract 112,G5020,S,2483779.000000000000000,139646.000000000000000,+47.5296655,-122.3262393
294,53,033,011300,53033011300,113,Census Tract 113,G5020,S,3419308.000000000000000,42220.000000000000000,+47.5273623,-122.3435690
295,53,033,012100,53033012100,121,Census Tract 121,G5020,S,1739952.000000000000000,1380849.000000000000000,+47.5075950,-122.3873799
296,53,033,020100,53033020100,201,Census Tract 201,G5020,S,1766031.000000000000000,691541.000000000000000,+47.7707111,-122.3873610
297,53,011,041328,53011041328,413.28,Census Tract 413.28,G5020,S,5485547.000000000000000,0.000000000000000,+45.6010750,-122.4749338
298,53,011,040610,53011040610,406.10,Census Tract 406.10,G5020,S,2983967.000000000000000,62122.000000000000000,+45.5996958,-122.4137931
299,53,011,040609,53011040609,406.09,Census Tract 406.09,G5020,S,3244924.000000000000000,0.000000000000000,+45.5949504,-122.4435668
300,53,011,040409,53011040409,404.09,Census Tract 404.09,G5020,S,8228300.000000000000000,0.000000000000000,+45.7394168,-122.6209046
301,53,011,040411,53011040411,404.11,Census Tract 404.11,G5020,S,2033731.000000000000000,0.000000000000000,+45.7181981,-122.6437631
302,53,011,040510,53011040510,405.10,Census Tract 405.10,G5020,S,47114563.000000000000000,370931.000000000000000,+45.6128877,-122.3273968
303,53,011,040301,53011040301,403.01,Census Tract 403.01,G5020,S,28371546.000000000000000,911580.000000000000000,+45.8446744,-122.7079670
304,53,033,032010,53033032010,320.10,Census Tract 320.10,G5020,S,5282446.000000000000000,0.000000000000000,+47.3791911,-122.0247031
305,53,033,022703,53033022703,227.03,Census Tract 227.03,G5020,S,4190224.000000000000000,0.000000000000000,+47.6573020,-122.1758428
306,53,033,020200,53033020200,202,Census Tract 202,G5020,S,2591500.000000000000000,0.000000000000000,+47.7716671,-122.3633577
307,53,033,020401,53033020401,204.01,Census Tract 204.01,G5020,S,2313023.000000000000000,0.000000000000000,+47.7708201,-122.3195433
308,53,033,022802,53033022802,228.02,Census Tract 228.02,G5020,S,2660768.000000000000000,0.000000000000000,+47.6634066,-122.1350036
309,53,033,022803,53033022803,228.03,Census Tract 228.03,G5020,S,4772681.000000000000000,0.000000000000000,+47.6439330,-122.1312723
310,53,033,022901,53033022901,229.01,Census Tract 229.01,G5020,S,1485129.000000000000000,0.000000000000000,+47.6366049,-122.1183889
311,53,033,020402,53033020402,204.02,Census Tract 204.02,G5020,S,2789589.000000000000000,0.000000000000000,+47.7695042,-122.2970351
312,53,033,020500,53033020500,205,Census Tract 205,G5020,S,2722041.000000000000000,0.000000000000000,+47.7562524,-122.3138057
313,53,033,020600,53033020600,206,Census Tract 206,G5020,S,1980828.000000000000000,0.000000000000000,+47.7559993,-122.3320996
314,53,033,020700,53033020700,207,Census Tract 207,G5020,S,1711190.000000000000000,0.000000000000000,+47.7561637,-122.3473227
315,53,033,020800,53033020800,208,Census Tract 208,G5020,S,3299066.000000000000000,698711.000000000000000,+47.7569770,-122.3716178
316,53,033,020900,53033020900,209,Census Tract 209,G5020,S,4540884.000000000000000,636482.000000000000000,+47.7432786,-122.3639033
317,53,063,011104,53063011104,111.04,Census Tract 111.04,G5020,S,602180.000000000000000,0.000000000000000,+47.7204015,-117.4005137
318,53,063,010507,53063010507,105.07,Census Tract 105.07,G5020,S,9038148.000000000000000,40462.000000000000000,+47.7864373,-117.3809601
319,53,063,011203,53063011203,112.03,Census Tract 112.03,G5020,S,13718386.000000000000000,0.000000000000000,+47.7414914,-117.3765629
320,53,063,011103,53063011103,111.03,Census Tract 111.03,G5020,S,1315010.000000000000000,0.000000000000000,+47.7186778,-117.4073600
321,53,063,003601,53063003601,36.01,Census Tract 36.01,G5020,S,3407295.000000000000000,370231.000000000000000,+47.6743260,-117.4543483
322,53,063,010604,53063010604,106.04,Census Tract 106.04,G5020,S,3460018.000000000000000,0.000000000000000,+47.7472470,-117.4817507
323,53,063,011302,53063011302,113.02,Census Tract 113.02,G5020,S,9884349.000000000000000,190305.000000000000000,+47.7026697,-117.3093559
324,53,063,013501,53063013501,135.01,Census Tract 135.01,G5020,S,41916503.000000000000000,292612.000000000000000,+47.5394715,-117.5131445
325,53,063,013503,53063013503,135.03,Census Tract 135.03,G5020,S,52712623.000000000000000,27219.000000000000000,+47.5588227,-117.4444335
326,53,063,010203,53063010203,102.03,Census Tract 102.03,G5020,S,52280335.000000000000000,0.000000000000000,+47.8177863,-117.3148324
327,53,063,010902,53063010902,109.02,Census Tract 109.02,G5020,S,3058295.000000000000000,0.000000000000000,+47.7456270,-117.4258228
328,53,063,010204,53063010204,102.04,Census Tract 102.04,G5020,S,131866499.000000000000000,0.000000000000000,+47.8114359,-117.2303426
329,53,063,004001,53063004001,40.01,Census Tract 40.01,G5020,S,828735.000000000000000,0.000000000000000,+47.6450100,-117.4294320
330,53,033,011500,53033011500,115,Census Tract 115,G5020,S,1538373.000000000000000,0.000000000000000,+47.5301833,-122.3755330
331,53,033,021300,53033021300,213,Census Tract 213,G5020,S,1784010.000000000000000,1204136.000000000000000,+47.7402939,-122.2869560
332,53,033,021400,53033021400,214,Census Tract 214,G5020,S,3136342.000000000000000,265701.000000000000000,+47.7507662,-122.2924491
333,53,033,011700,53033011700,117,Census Tract 117,G5020,S,3515808.000000000000000,0.000000000000000,+47.5201682,-122.2828633
334,53,033,023500,53033023500,235,Census Tract 235,G5020,S,2443751.000000000000000,0.000000000000000,+47.5917924,-122.1734356
335,53,033,023601,53033023601,236.01,Census Tract 236.01,G5020,S,4627061.000000000000000,0.000000000000000,+47.6104071,-122.1717598
336,53,033,023603,53033023603,236.03,Census Tract 236.03,G5020,S,2017794.000000000000000,0.000000000000000,+47.6173889,-122.1507628
